129528244.90695679,8342778.927245178,7890512927.230334
129528244.90695679,8342778.927245178,7890512927.230334
129528244.90695679,8342778.927245178,7890512927.230334
129528244.90695679,8342778.927245178,7890512927.230334
129528244.90695679,8342778.927245178,7890512927.230334
129528244.90695679,8342778.927245178,7890512927.230334
129528414.10445736,8342784.051788559,7890512929.893773
129528583.31540987,8342789.176732613,7890512932.557419
129528583.31540987,8342789.176732613,7890512932.557419
129528667.92593093,8342791.739354903,7890512933.889315
129528752.53981547,8342794.302077375,7890512935.221263
129529598.86368456,8342819.934813125,7890512948.54353
129530360.84288459,8342843.012845064,7890512960.537903
129533373.27174826,8342994.917354774,7890513109.007438
129548753.28348553,8343642.641506754,7890513654.108013
129548922.48382561,8343647.766000436,7890513656.7712965
129550011.9554346,8343438.138093268,7890513269.803161
129553878.26021007,8343858.46752777,7890513835.731327
129570520.69752301,8344301.845956227,7890513996.660648
129572002.04270832,8344103.990895863,7890513615.732303
129580104.2863676,8344834.473316465,7890514551.219917
129610419.65813695,8346234.906125144,7890515831.0542345
129610419.65813695,8346234.906125144,7890515831.0542345
129616662.17175725,8345455.93936061,7890514317.814836
129662427.28063136,8346840.861582213,7890515036.61846
129904749.23008078,8354166.99180668,7890518833.850277
129904948.83582076,8354173.020478099,7890518836.969397
130350108.76056366,8367598.874239797,7890525767.818992
132647530.70910555,8459640.917558461,7890601188.913378
132669343.73640923,8460299.314076433,7890601528.932726
133063207.74715067,8472596.021513285,7890608356.245123
136001539.8021303,8575267.522974141,7890680651.840716
136228780.1742803,8582269.151904946,7890684443.987566
136468979.63546392,8542817.098365322,7890608129.032407
137715130.42488015,8595229.625562657,7890652259.914251
140140848.55495468,8743285.67581994,7890817435.987223
143037373.46718323,8934008.425412202,7891024899.662277
145079811.0325697,8993623.467132546,7891053801.468757
147692259.19208413,9476257.356856765,7891714334.963867
147702058.98713204,9476549.775095712,7891714486.81639
