119072788.53585185,7656691.14656041,7224963573.943844
119072788.53585185,7656691.14656041,7224963573.943844
119072788.53585185,7656691.14656041,7224963573.943844
119072788.53585185,7656691.14656041,7224963573.943844
119072788.53585185,7656691.14656041,7224963573.943844
119072788.53585185,7656691.14656041,7224963573.943844
119072788.53585185,7656691.14656041,7224963573.943844
119072788.53585185,7656691.14656041,7224963573.943844
119072858.93627004,7656693.28670419,7224963575.063471
119072858.93627004,7656693.28670419,7224963575.063471
119072858.93627004,7656693.28670419,7224963575.063471
119072929.33961995,7656695.426935692,7224963576.183143
119072929.33961995,7656695.426935692,7224963576.183143
119072929.33961995,7656695.426935692,7224963576.183143
119073210.98233934,7656703.988739005,7224963580.662278
119073422.24516867,7656710.411012775,7224963584.0220995
119073422.24516867,7656710.411012775,7224963584.0220995
119073915.29442616,7656725.399389872,7224963591.863249
119077300.07881771,7656828.292783287,7224963645.690228
119078429.84510444,7656862.6356062405,7224963663.655501
119084300.25268486,7657149.59630151,7224963937.922557
119091300.37915356,7657470.844495754,7224964230.066155
119091370.78081971,7657472.984617762,7224964231.185714
119109940.9782683,7658254.239041353,7224964887.880641
119146586.66217305,7658933.816588111,7224964746.566104
119147397.36955716,7659825.7018582085,7224966205.2300825
119165351.0296915,7659503.810605852,7224965044.395093
119184041.88539717,7660505.978348277,7224966065.1186285
119223321.87878783,7661264.148579633,7224965963.68142
119659222.08557737,7681354.455649202,7224984301.473807
120233364.17798355,7705432.168885832,7225004487.068047
120760618.30379939,7707679.146945258,7224989996.436433
121741265.73295811,7759423.681998796,7225043303.729378
121891969.12250775,7763986.927182993,7225045674.756352
128569235.50760548,8017099.583536622,7225239132.234952
128569235.50760548,8017099.583536622,7225239132.234952
128569522.54396594,8017108.158904086,7225239136.57952
132768946.06921381,8373873.7111659665,7225662056.192055
132769092.18894294,8373877.938359225,7225662058.197974
133393111.05774754,8412524.089068944,7225702817.254219
