108678068.97439511,6972768.566084245,6559862750.192814
108678068.97439511,6972768.566084245,6559862750.192814
108678068.97439511,6972768.566084245,6559862750.192814
108678068.97439511,6972768.566084245,6559862750.192814
108678068.97439511,6972768.566084245,6559862750.192814
108678068.97439511,6972768.566084245,6559862750.192814
108678068.97439511,6972768.566084245,6559862750.192814
108678068.97439511,6972768.566084245,6559862750.192814
108678068.97439511,6972768.566084245,6559862750.192814
108678068.97439511,6972768.566084245,6559862750.192814
108678068.97439511,6972768.566084245,6559862750.192814
108678125.55968034,6972770.293275568,6559862751.102933
108678295.33048676,6972775.475299285,6559862753.83352
108678295.33048676,6972775.475299285,6559862753.83352
108678521.72645177,6972782.385713795,6559862757.474844
108678748.16229811,6972789.29732801,6559862761.116785
108679880.94002947,6972823.873402927,6559862779.335755
108679937.60511132,6972825.602994663,6559862780.247108
108679937.60511132,6972825.602994663,6559862780.247108
108681695.4611358,6972879.257593343,6559862808.518253
108686328.74720165,6973116.499630266,6559863042.96241
108696304.11974125,6973325.113055861,6559863043.409547
108711828.02937217,6974181.99067797,6559863932.384473
108767998.20906799,6975512.164181214,6559864194.739259
108869109.90780361,6980127.252441191,6559868373.0939
108948224.16558446,6984058.213635803,6559872176.295642
108957307.01419722,6984524.15368191,6559872637.4097395
109237567.79923621,6989800.675685199,6559871689.763093
109237567.79923621,6989800.675685199,6559871689.763093
109254177.39677083,6990498.711445563,6559872275.883893
109713784.23747216,7016276.330778894,6559899273.794095
110065235.50683555,7014939.940322805,6559884870.461122
113705090.4591987,7156745.9577488145,6559998234.659194
117058294.26902469,7293040.417694189,6560109306.937253
117058294.26902469,7293040.417694189,6560109306.937253
121470527.23478898,7628746.032670272,6560493695.72127
123626604.22046225,7895096.022343021,6560835605.961333
123635766.16879697,7895471.233745685,6560835913.792598
123680638.52950402,7896629.627772078,6560836298.409004
127872851.90475698,7739824.071246262,6560460390.113092
