140037341.26786983,9030713.326398857,8556407362.346275
140037341.26786983,9030713.326398857,8556407362.346275
140037341.26786983,9030713.326398857,8556407362.346275
140037341.26786983,9030713.326398857,8556407362.346275
140037341.26786983,9030713.326398857,8556407362.346275
140037341.26786983,9030713.326398857,8556407362.346275
140037440.314383,9030716.316178111,8556407363.890868
140037440.314383,9030716.316178111,8556407363.890868
140037539.36468104,9030719.306069665,8556407365.4355135
140040512.63447386,9030809.055061875,8556407411.80116
140043886.46433875,9030910.892948987,8556407464.410308
140044581.62090072,9030931.875728814,8556407475.249711
140045376.3133917,9030955.86280871,8556407487.640994
140050348.65327126,9031105.945586372,8556407565.168582
140059848.16285372,9031661.129095327,8556408160.038897
140060640.65365052,9031685.05025147,8556408172.396501
140082339.99352345,9032608.20231338,8556408957.047707
140082339.99352345,9032608.20231338,8556408957.047707
140085328.4992939,9032430.184968978,8556408557.278306
140114740.9346687,9033049.092034798,8556408568.558556
140140778.697578,9033834.595544508,8556408973.97712
140140778.697578,9033834.595544508,8556408973.97712
140152760.0553248,9035269.19725213,8556410946.1886
140156263.29967347,9035374.91523568,8556411000.778673
140173742.18017384,9036437.060419587,8556412162.971802
140211322.56450066,9037036.130865643,8556411858.319763
140217330.97711164,9038284.923091969,8556413727.870778
140247908.77556226,9037069.377357833,8556410649.106589
140248659.09583366,9037091.9956771,8556410660.7660265
140259165.79414538,9037543.33970589,8556411047.944261
140259165.79414538,9037543.33970589,8556411047.944261
140429302.02839792,9047201.656537337,8556421225.347625
140475419.3867381,9043929.34734322,8556414191.528723
140751349.8508352,9060719.449682247,8556432568.483288
141447892.2169887,9089931.717648642,8556457067.065643
141447991.36383802,9089934.705642726,8556457068.6046505
142642061.99064857,9105427.13382592,8556442548.224033
151871468.13683978,9474417.960664948,8556742351.778172
159426471.52801278,9603364.978287598,8556693322.372738
159803647.95396963,10268958.811951727,8557721991.403762
